Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
23.9.123.27-10.8.8.138-80-46320-6,23.9.123.27,80,10.8.8.138,46320,6,24/05/2015 02:16:45 p.m.,20,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.99999999999,20.0,0.0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,49999.99999999999,49999.99999999999,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,486,272,0,32,0,0,0,0,0,0,0,0,No Label
10.8.8.138-74.125.226.37-54064-443-6,10.8.8.138,54064,74.125.226.37,443,6,24/05/2015 02:30:06 p.m.,208240,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.604302727621974,208240.0,0.0,208240.0,208240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4.802151363810987,4.802151363810987,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,350,0,32,0,0,0,0,0,0,0,0,No Label
209.148.205.35-10.8.8.138-443-42191-6,209.148.205.35,443,10.8.8.138,42191,6,24/05/2015 02:19:02 p.m.,53,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37735.84905660377,53.0,0.0,53.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18867.924528301886,18867.924528301886,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,453,229,0,32,0,0,0,0,0,0,0,0,No Label
10.8.8.138-74.125.226.35-54880-443-6,10.8.8.138,54880,74.125.226.35,443,6,24/05/2015 02:25:43 p.m.,207788,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.625194910196932,207788.0,0.0,207788.0,207788.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4.812597455098466,4.812597455098466,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,350,0,32,0,0,0,0,0,0,0,0,No Label
10.8.8.138-255.255.255.255-17500-17500-17,10.8.8.138,17500,255.255.255.255,17500,17,24/05/2015 02:29:05 p.m.,90200918,4,0,920.0,0.0,230.0,230.0,230.0,0.0,0,0,0,0,10.199452737277019,0.04434544668381313,3.0066972666666668E7,8909.631997637913,3.0076954E7,3.0059823E7,9.0200918E7,3.0066972666666668E7,8909.631997637913,3.0076954E7,3.0059823E7,0,0,0,0,0,0,0,0,0,32,0,0.04434544668381313,0.0,230.0,230.0,230.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,287.5,230.0,0.0,0,0,0,0,0,0,1,230,0,0,0,0,3,8,0,0,0,0,9.549948037654184E14,8.270497345066774E14,1.432492205656693E15,3.0064141E7,No Label
23.9.123.27-10.8.8.138-80-46318-6,23.9.123.27,80,10.8.8.138,46318,6,24/05/2015 02:16:45 p.m.,20,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.99999999999,20.0,0.0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,49999.99999999999,49999.99999999999,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,486,272,0,32,0,0,0,0,0,0,0,0,No Label
10.8.8.138-104.156.85.217-33969-443-6,10.8.8.138,33969,104.156.85.217,443,6,24/05/2015 02:29:00 p.m.,60156044,8,6,3766.0,1396.0,1040.0,0.0,470.7499999999999,441.6901790686706,698.0,0.0,232.66666666666666,360.44565008703694,85.81016397953296,0.23272806968490148,4627388.0,1.1178024615104264E7,2.981468E7,16.0,6.0156044E7,8593720.57142857,1.4496263339539342E7,2.981468E7,39.0,3.0208282E7,6041656.4,1.3363920157238869E7,2.994748E7,34.0,1,0,0,0,256,192,0.13298746839137227,0.09974060129352921,0.0,1040.0,390.66666666666663,406.27061119875447,165055.80952380953,0,0,0,7,14,0,0,0,0.0,418.57142857142856,470.75,232.66666666666666,0,0,0,0,0,0,0,269,0,99,328,345,4,32,0,0,0,0,1.4324921807317865E15,1.9554540156287897E7,1.43249220091449E15,1.432492140758763E15,No Label
69.25.24.24-10.8.8.138-443-58921-6,69.25.24.24,443,10.8.8.138,58921,6,24/05/2015 02:18:39 p.m.,61,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32786.88524590164,61.0,0.0,61.0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16393.44262295082,16393.44262295082,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2559,396,0,20,0,0,0,0,0,0,0,0,No Label
10.8.8.138-192.0.80.241-38431-443-6,10.8.8.138,38431,192.0.80.241,443,6,24/05/2015 02:16:28 p.m.,264411,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.563981831315641,264411.0,0.0,264411.0,264411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3.7819909156578206,3.7819909156578206,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,371,39,0,32,0,0,0,0,0,0,0,0,No Label
69.25.24.24-10.8.8.138-443-58925-6,69.25.24.24,443,10.8.8.138,58925,6,24/05/2015 02:18:39 p.m.,18,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111111.11111111111,18.0,0.0,18.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,55555.555555555555,55555.555555555555,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2559,310,0,20,0,0,0,0,0,0,0,0,No Label
10.8.8.138-108.160.172.236-57923-443-6,10.8.8.138,57923,108.160.172.236,443,6,24/05/2015 02:30:27 p.m.,1161529,10,10,598.0,5680.0,394.0,0.0,59.8,125.75620152589781,1308.0,0.0,568.0,640.8794305050244,5404.944689284555,17.21868330450639,61133.10526315789,117146.9689786176,309788.0,5.0,1161529.0,129058.77777777777,152538.7154469135,334567.0,24.0,890013.0,98890.33333333333,141996.63902712628,311918.0,17.0,0,0,0,0,328,328,8.609341652253194,8.609341652253194,0.0,1308.0,298.9523809523809,511.0795902978788,261202.34761904762,0,2,0,6,19,0,0,0,1.0,313.9,59.8,568.0,0,0,0,0,10,7089,0,29,0,284,29200,33,3,32,0,0,0,0,1.432492228542713E15,305675.5321519832,1.432492229084232E15,1.43249222792279E15,No Label
23.235.46.143-10.8.8.138-443-38081-6,23.235.46.143,443,10.8.8.138,38081,6,24/05/2015 02:15:40 p.m.,19,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105263.15789473684,19.0,0.0,19.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,52631.57894736842,52631.57894736842,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29,229,0,32,0,0,0,0,0,0,0,0,No Label
10.8.8.138-74.125.226.32-51481-443-17,10.8.8.138,51481,74.125.226.32,443,17,24/05/2015 02:15:10 p.m.,533859,12,11,8181.0,5749.0,1350.0,36.0,681.75,637.0530340417649,1350.0,32.0,522.6363636363636,584.368937012787,26093.032055280517,43.08253677469145,24266.318181818187,64472.88880746428,216779.0,8.0,533859.0,48532.63636363637,108515.19436583314,295355.0,11.0,317418.0,31741.800000000003,69722.81688036803,217540.0,8.0,0,0,0,0,96,88,22.47784527375206,20.60469150093939,32.0,1350.0,587.0416666666666,597.6605463163755,357198.1286231884,0,0,0,0,0,0,0,0,0.0,612.5652173913044,681.75,522.6363636363636,0,0,0,0,23,26093,0,355,0,249,0,0,11,8,0,0,0,0,1.4324913104020018E15,157543.13533729746,1.432491310696189E15,1.432491310162594E15,No Label
74.125.226.45-10.8.8.138-443-47955-6,74.125.226.45,443,10.8.8.138,47955,6,24/05/2015 02:17:18 p.m.,229627,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.064665740527028,114813.5,162358.08092146198,229618.0,9.0,229627.0,229627.0,0.0,229627.0,229627.0,0,0,0,0,0,0,0,0,0,64,32,8.709777160351353,4.354888580175676,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,350,315,0,32,0,0,0,0,1.432491438483656E15,0.0,1.432491438483656E15,1.432491438483656E15,No Label
10.8.8.138-131.202.244.3-27180-53-17,10.8.8.138,27180,131.202.244.3,53,17,24/05/2015 02:15:30 p.m.,250343,1,1,38.0,38.0,38.0,38.0,38.0,0.0,38.0,38.0,38.0,0.0,303.583483460692,7.9890390384392616,250343.0,0.0,250343.0,250343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.9945195192196308,3.9945195192196308,38.0,38.0,38.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,57.0,38.0,38.0,0,0,0,0,0,0,0,19,0,19,0,0,0,8,0,0,0,0,0,0,0,0,No Label
10.8.8.138-74.125.226.60-34898-443-6,10.8.8.138,34898,74.125.226.60,443,6,24/05/2015 02:17:18 p.m.,205357,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73913720983458,205357.0,0.0,205357.0,205357.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4.86956860491729,4.86956860491729,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,315,350,0,32,0,0,0,0,0,0,0,0,No Label
10.8.8.138-209.148.205.41-60124-443-6,10.8.8.138,60124,209.148.205.41,443,6,24/05/2015 02:18:49 p.m.,213577,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.364304208786526,213577.0,0.0,213577.0,213577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4.682152104393263,4.682152104393263,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19360,535,0,32,0,0,0,0,0,0,0,0,No Label
74.125.226.55-10.8.8.138-443-44880-6,74.125.226.55,443,10.8.8.138,44880,6,24/05/2015 02:15:57 p.m.,208107,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.41566117429976,104053.5,147139.7287767651,208097.0,10.0,208107.0,208107.0,0.0,208107.0,208107.0,0,0,0,0,0,0,0,0,0,64,32,9.610440782866506,4.805220391433253,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,350,237,0,32,0,0,0,0,1.432491357758131E15,0.0,1.432491357758131E15,1.432491357758131E15,No Label
10.8.8.138-74.125.29.155-44767-443-6,10.8.8.138,44767,74.125.29.155,443,6,24/05/2015 02:16:38 p.m.,223750,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.938547486033519,223750.0,0.0,223750.0,223750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4.4692737430167595,4.4692737430167595,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,350,0,32,0,0,0,0,0,0,0,0,No Label
10.8.8.138-74.125.226.37-39956-443-17,10.8.8.138,39956,74.125.226.37,443,17,24/05/2015 02:27:50 p.m.,470239,4,3,3141.0,1501.0,1350.0,40.0,785.25,544.992584047404,1350.0,32.0,500.33333333333337,737.1175844689458,9871.575943296919,14.886047307858345,78373.16666666667,101546.68398409997,209568.0,66.0,470239.0,156746.33333333334,138167.19469661868,261137.0,66.0,236962.0,118481.0,130720.00221083229,210914.0,26048.0,0,0,0,0,32,24,8.506312747347625,6.379734560510719,32.0,1350.0,749.0,601.153415170727,361385.4285714286,0,0,0,0,0,0,0,0,0.0,856.0,785.25,500.3333333333333,0,0,0,0,7,9871,0,448,0,214,0,0,3,8,0,0,0,0,1.4324920705601155E15,179824.72652456514,1.432492070742897E15,1.432492070299986E15,No Label
10.8.8.138-74.125.226.35-43355-443-17,10.8.8.138,43355,74.125.226.35,443,17,24/05/2015 02:21:42 p.m.,474475,5,3,3830.0,2362.0,1350.0,40.0,766.0,575.3624944328575,1350.0,32.0,787.3333333333334,679.7950671587234,13050.213393750988,16.860740818799727,67782.14285714286,101992.05657048097,216911.0,43.0,474475.0,118618.75,137785.06258269315,256264.0,43.0,231425.0,115712.5,143612.68015220662,217262.0,14163.0,0,0,0,0,40,24,10.537963011749829,6.3227778070498974,32.0,1350.0,838.0,563.9343933473112,318022.0,0,0,0,0,0,0,0,0,0.0,942.75,766.0,787.3333333333334,0,0,0,0,8,13050,0,478,0,295,0,0,4,8,0,0,0,0,1.432491703175633E15,168402.66471020988,1.432491703375425E15,1.432491702916295E15,No Label
10.8.8.138-74.125.226.57-46617-443-6,10.8.8.138,46617,74.125.226.57,443,6,24/05/2015 02:18:23 p.m.,205570,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.729046067033128,205570.0,0.0,205570.0,205570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4.864523033516564,4.864523033516564,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,350,0,32,0,0,0,0,0,0,0,0,No Label
10.8.8.138-131.202.244.3-11701-53-17,10.8.8.138,11701,131.202.244.3,53,17,24/05/2015 02:26:57 p.m.,251750,1,1,33.0,33.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,0.0,262.1648460774578,7.94438927507448,251750.0,0.0,251750.0,251750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.97219463753724,3.97219463753724,33.0,33.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,49.5,33.0,33.0,0,0,0,0,0,0,0,16,0,16,0,0,0,8,0,0,0,0,0,0,0,0,No Label
10.8.8.138-74.125.226.69-54309-443-17,10.8.8.138,54309,74.125.226.69,443,17,24/05/2015 02:21:43 p.m.,1077910,8,7,2408.0,5179.0,1350.0,37.0,301.00000000000006,442.0294107862055,1350.0,32.0,739.8571428571429,515.655708320784,7038.621035151358,13.915818574834635,76993.57142857142,102730.22008730835,213633.0,8.0,1077910.0,153987.14285714287,105362.87365011228,239333.0,331.0,843707.0,140617.83333333334,108927.77193795284,215261.0,8.0,0,0,0,0,64,56,7.421769906578472,6.494048668256163,32.0,1350.0,558.5624999999999,538.5344270951176,290019.3291666666,0,0,0,0,0,0,0,0,0.0,595.8,301.0,739.8571428571429,0,0,0,0,15,7038,0,160,0,345,0,0,7,8,0,0,0,0,1.43249170390162E15,294498.01079091954,1.432491704418966E15,1.432491703369106E15,No Label
10.8.8.138-38.65.20.18-36314-443-6,10.8.8.138,36314,38.65.20.18,443,6,24/05/2015 02:15:01 p.m.,39519111,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07591263882428934,1.97595555E7,2.7657513716928363E7,3.9316371E7,202740.0,0,0,0,0,0,3.9316371E7,3.9316371E7,0.0,3.9316371E7,3.9316371E7,0,0,0,0,32,52,0.02530421294142978,0.05060842588285956,0.0,0.0,0.0,0.0,0.0,0,0,1,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,360,0,0,32,0,0,0,0,1.432491340907078E15,0.0,1.432491340907078E15,1.432491340907078E15,No Label
10.8.8.138-131.202.244.3-59876-53-17,10.8.8.138,59876,131.202.244.3,53,17,24/05/2015 02:21:42 p.m.,263524,1,1,41.0,41.0,41.0,41.0,41.0,0.0,41.0,41.0,41.0,0.0,311.1671043244638,7.589441568889361,263524.0,0.0,263524.0,263524.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.7947207844446806,3.7947207844446806,41.0,41.0,41.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,61.5,41.0,41.0,0,0,0,0,0,0,0,20,0,20,0,0,0,8,0,0,0,0,0,0,0,0,No Label
10.8.8.138-192.0.77.2-48419-443-6,10.8.8.138,48419,192.0.77.2,443,6,24/05/2015 02:16:28 p.m.,133729,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95561920002393,133729.0,0.0,133729.0,133729.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.477809600011965,7.477809600011965,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,494,66,0,20,0,0,0,0,0,0,0,0,No Label
