Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
173.194.204.189-131.202.240.87-443-2579-6,173.194.204.189,443,131.202.240.87,2579,6,30/03/2015 10:16:28 a.m.,58254736,30,19,5678.0,1791.0,1350.0,0.0,189.26666666666668,358.05055829987276,336.0,0.0,94.26315789473685,130.8998099078762,128.21275166365874,0.8411333286275643,1213640.333333334,4791730.705366331,2.6521113E7,15.0,5.8251587E7,2008675.4137931038,6082415.019886817,2.6521113E7,39.0,5.8254681E7,3236371.1666666665,7556332.033242967,2.6667479E7,379.0,0,0,0,0,600,380,0.5149795889556515,0.3261537396719127,0.0,1350.0,149.38,291.1621253963264,84775.38326530611,0,0,0,29,49,0,0,0,0.0,152.42857142857142,189.26666666666668,94.26315789473684,0,0,0,0,9,13780,0,115,0,36,1652,16231,19,20,0,0,0,0,1.4277250337094868E15,2.1950273080222365E7,1.427725046631022E15,1.427724988413707E15,No Label
131.202.240.87-131.202.244.3-50812-53-17,131.202.240.87,50812,131.202.244.3,53,17,30/03/2015 10:01:38 a.m.,1166,1,1,33.0,240.0,33.0,33.0,33.0,0.0,240.0,240.0,240.0,0.0,234133.79073756433,1715.2658662092626,1166.0,0.0,1166.0,1166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,857.6329331046313,857.6329331046313,33.0,240.0,102.0,119.51150572225254,14283.0,0,0,0,0,0,0,0,0,1.0,153.0,33.0,240.0,0,0,0,0,0,0,0,16,0,120,0,0,0,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-131.202.244.3-57614-53-17,131.202.240.87,57614,131.202.244.3,53,17,30/03/2015 10:15:58 a.m.,830,1,1,42.0,114.0,42.0,42.0,42.0,0.0,114.0,114.0,114.0,0.0,187951.80722891566,2409.6385542168673,830.0,0.0,830.0,830.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1204.8192771084337,1204.8192771084337,42.0,114.0,66.0,41.569219381653056,1728.0,0,0,0,0,0,0,0,0,1.0,99.0,42.0,114.0,0,0,0,0,0,0,0,21,0,57,0,0,0,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-131.202.244.3-63946-53-17,131.202.240.87,63946,131.202.244.3,53,17,30/03/2015 10:01:38 a.m.,964,1,1,38.0,378.0,38.0,38.0,38.0,0.0,378.0,378.0,378.0,0.0,431535.26970954356,2074.688796680498,964.0,0.0,964.0,964.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1037.344398340249,1037.344398340249,38.0,378.0,151.33333333333331,196.29909152447274,38533.33333333333,0,0,0,0,0,0,0,0,1.0,227.0,38.0,378.0,0,0,0,0,0,0,0,19,0,189,0,0,0,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-131.202.244.3-53365-53-17,131.202.240.87,53365,131.202.244.3,53,17,30/03/2015 10:08:38 a.m.,1201,1,1,33.0,366.0,33.0,33.0,33.0,0.0,366.0,366.0,366.0,0.0,332223.1473771857,1665.2789342214821,1201.0,0.0,1201.0,1201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,832.6394671107411,832.6394671107411,33.0,366.0,144.0,192.25763964014538,36963.0,0,0,0,0,0,0,0,0,1.0,216.0,33.0,366.0,0,0,0,0,0,0,0,16,0,183,0,0,0,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-131.202.244.3-52544-53-17,131.202.240.87,52544,131.202.244.3,53,17,30/03/2015 10:03:45 a.m.,421,1,1,41.0,212.0,41.0,41.0,41.0,0.0,212.0,212.0,212.0,0.0,600950.1187648457,4750.593824228029,421.0,0.0,421.0,421.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2375.2969121140145,2375.2969121140145,41.0,212.0,98.0,98.72689603142601,9747.0,0,0,0,0,0,0,0,0,1.0,147.0,41.0,212.0,0,0,0,0,0,0,0,20,0,106,0,0,0,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-131.202.244.3-65232-53-17,131.202.240.87,65232,131.202.244.3,53,17,30/03/2015 10:16:00 a.m.,409,1,1,42.0,258.0,42.0,42.0,42.0,0.0,258.0,258.0,258.0,0.0,733496.3325183374,4889.975550122249,409.0,0.0,409.0,409.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2444.9877750611245,2444.9877750611245,42.0,258.0,114.0,124.70765814495917,15552.0,0,0,0,0,0,0,0,0,1.0,171.0,42.0,258.0,0,0,0,0,0,0,0,21,0,129,0,0,0,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-224.0.0.252-55550-5355-17,131.202.240.87,55550,224.0.0.252,5355,17,30/03/2015 10:05:36 a.m.,410328,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0,0,0,0,107.23128814021952,4.874149460919069,410328.0,0.0,410328.0,410328.0,410328.0,410328.0,0.0,410328.0,410328.0,0,0,0,0,0,0,0,0,0,16,0,4.874149460919069,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,1,22,0,0,0,0,1,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-224.0.0.252-64996-5355-17,131.202.240.87,64996,224.0.0.252,5355,17,30/03/2015 10:17:19 a.m.,411415,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0,0,0,0,106.94797224213994,4.861271465551815,411415.0,0.0,411415.0,411415.0,411415.0,411415.0,0.0,411415.0,411415.0,0,0,0,0,0,0,0,0,0,16,0,4.861271465551815,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,1,22,0,0,0,0,1,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-224.0.0.252-65231-5355-17,131.202.240.87,65231,224.0.0.252,5355,17,30/03/2015 10:15:58 a.m.,410037,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0,0,0,0,107.30738933315774,4.8776086060526245,410037.0,0.0,410037.0,410037.0,410037.0,410037.0,0.0,410037.0,410037.0,0,0,0,0,0,0,0,0,0,16,0,4.8776086060526245,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,1,22,0,0,0,0,1,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-131.202.244.3-65233-53-17,131.202.240.87,65233,131.202.244.3,53,17,30/03/2015 10:16:00 a.m.,291,1,1,42.0,114.0,42.0,42.0,42.0,0.0,114.0,114.0,114.0,0.0,536082.4742268041,6872.852233676976,291.0,0.0,291.0,291.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3436.426116838488,3436.426116838488,42.0,114.0,66.0,41.569219381653056,1728.0,0,0,0,0,0,0,0,0,1.0,99.0,42.0,114.0,0,0,0,0,0,0,0,21,0,57,0,0,0,8,0,0,0,0,0,0,0,0,No Label
61.247.147.125-131.202.240.87-2709-23-6,61.247.147.125,2709,131.202.240.87,23,6,30/03/2015 10:13:53 a.m.,3002532,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.6661044744901969,3002532.0,0.0,3002532.0,3002532.0,3002532.0,3002532.0,0.0,3002532.0,3002532.0,0,0,0,0,0,0,0,0,0,80,0,0.6661044744901969,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,5840,0,0,40,0,0,0,0,0,0,0,0,No Label
131.202.240.87-216.58.219.206-52545-443-17,131.202.240.87,52545,216.58.219.206,443,17,30/03/2015 10:03:45 a.m.,102398,4,3,2275.0,2313.0,1350.0,40.0,568.75,555.4033819366485,1350.0,32.0,771.0,673.4099791360386,44805.5626086447,68.36071017012051,17066.333333333332,12759.661259871544,28989.0,56.0,102398.0,34132.66666666667,35674.589616887446,71215.0,56.0,48253.0,24126.5,6360.425496772995,28624.0,19629.0,0,0,0,0,32,24,39.06326295435458,29.29744721576593,32.0,1350.0,742.25,576.2724430088849,332089.9285714286,0,0,0,0,0,0,0,0,0.0,848.2857142857143,568.75,771.0,0,0,0,0,7,44805,0,325,0,330,0,0,3,8,0,0,0,0,1.4277242250747492E15,30447.62968935349,1.427724225113054E15,1.427724225032423E15,No Label
131.202.240.87-131.202.244.3-52077-53-17,131.202.240.87,52077,131.202.244.3,53,17,30/03/2015 10:05:09 a.m.,313,1,1,34.0,84.0,34.0,34.0,34.0,0.0,84.0,84.0,84.0,0.0,376996.80511182104,6389.776357827475,313.0,0.0,313.0,313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3194.8881789137376,3194.8881789137376,34.0,84.0,50.66666666666667,28.867513459481287,833.3333333333334,0,0,0,0,0,0,0,0,1.0,76.0,34.0,84.0,0,0,0,0,0,0,0,17,0,42,0,0,0,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-74.125.22.188-2295-5228-6,131.202.240.87,2295,74.125.22.188,5228,6,30/03/2015 10:17:22 a.m.,38234,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.154731390908616,52.30946278181723,38234.0,0.0,38234.0,38234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,26.154731390908616,26.154731390908616,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,255,361,0,20,0,0,0,0,0,0,0,0,No Label
131.202.240.87-224.0.0.252-61823-5355-17,131.202.240.87,61823,224.0.0.252,5355,17,30/03/2015 10:05:36 a.m.,410650,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0,0,0,0,107.14720564957993,4.87032752952636,410650.0,0.0,410650.0,410650.0,410650.0,410650.0,0.0,410650.0,410650.0,0,0,0,0,0,0,0,0,0,16,0,4.87032752952636,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,1,22,0,0,0,0,1,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-131.202.6.3-53232-53-17,131.202.240.87,53232,131.202.6.3,53,17,30/03/2015 10:15:58 a.m.,94844,1,1,42.0,178.0,42.0,42.0,42.0,0.0,178.0,178.0,178.0,0.0,2319.5984985871537,21.087259078065035,94844.0,0.0,94844.0,94844.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10.543629539032517,10.543629539032517,42.0,178.0,87.33333333333334,78.5196366097891,6165.333333333334,0,0,0,0,0,0,0,0,1.0,131.0,42.0,178.0,0,0,0,0,0,0,0,21,0,89,0,0,0,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-131.202.244.3-59213-53-17,131.202.240.87,59213,131.202.244.3,53,17,30/03/2015 10:01:38 a.m.,579,1,1,33.0,208.0,33.0,33.0,33.0,0.0,208.0,208.0,208.0,0.0,416234.8877374784,3454.231433506045,579.0,0.0,579.0,579.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1727.1157167530225,1727.1157167530225,33.0,208.0,91.33333333333334,101.03629710818451,10208.333333333334,0,0,0,0,0,0,0,0,1.0,137.0,33.0,208.0,0,0,0,0,0,0,0,16,0,104,0,0,0,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-131.202.6.26-0-0-0,131.202.240.87,0,131.202.6.26,0,0,30/03/2015 10:14:45 a.m.,111729336,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.053701205205408185,2.23458672E7,3.1306495440354496E7,7.3722527E7,8934.0,1.11729336E8,2.23458672E7,3.1306495440354496E7,7.3722527E7,8934.0,0,0,0,0,0,0,0,0,0,0,0,0.053701205205408185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4277249499366102E15,4.5062879322089404E7,1.427724989277964E15,1.427724885185894E15,No Label
131.202.240.87-216.58.219.238-2611-443-6,131.202.240.87,2611,216.58.219.238,443,6,30/03/2015 10:16:38 a.m.,114053,4,6,590.0,340.0,552.0,0.0,147.5,270.26098497563424,198.0,0.0,56.666666666666664,73.73104276128656,8154.103793850228,87.67853541774438,12672.555555555555,22218.394013244473,65615.0,12.0,48438.0,16146.0,27227.45825449008,47583.0,80.0,88411.0,17682.2,28624.089438792635,66404.0,12.0,1,0,0,0,80,120,35.07141416709775,52.60712125064663,0.0,552.0,134.72727272727272,213.92386071174522,45763.418181818175,0,0,0,6,10,0,0,0,1.0,148.2,147.5,56.666666666666664,0,0,0,0,6,19199,0,59,0,34,16280,1373,1,20,0,0,0,0,1.427724998693551E15,31402.726634413983,1.427724998759465E15,1.427724998647343E15,No Label
131.202.240.87-173.194.76.127-59216-19305-17,131.202.240.87,59216,173.194.76.127,19305,17,30/03/2015 10:15:39 a.m.,106495333,5894,2433,646390.0,408133.0,157.0,22.0,109.66915507295562,20.20952883063152,382.0,38.0,167.74886970817934,120.14196913011043,9902.058337147975,78.19121989129796,12790.695772279698,7007.859455619578,119343.0,5.0,1.06456097E8,18064.839131172634,5126.828393860188,119343.0,30.0,1.06414271E8,43755.86800986848,30039.562088040337,378606.0,14.0,0,0,0,0,47152,19464,55.34514831743847,22.846071573859486,22.0,382.0,126.63568683957725,72.12774107962785,5202.411033249835,0,0,0,0,0,0,0,0,0.0,126.65089467995676,109.66915507295555,167.7488697081792,0,0,0,0,8327,9902,0,77,0,49,0,0,5893,8,0,0,0,0,1.4277249928019322E15,3.0608613130310524E7,1.427725046199726E15,1.427724939723856E15,No Label
131.202.240.87-224.0.0.252-50640-5355-17,131.202.240.87,50640,224.0.0.252,5355,17,30/03/2015 10:15:58 a.m.,410413,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0,0,0,0,107.20907963441705,4.873139983382593,410413.0,0.0,410413.0,410413.0,410413.0,410413.0,0.0,410413.0,410413.0,0,0,0,0,0,0,0,0,0,16,0,4.873139983382593,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,1,22,0,0,0,0,1,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-131.202.244.3-61029-53-17,131.202.240.87,61029,131.202.244.3,53,17,30/03/2015 10:03:45 a.m.,409,1,1,47.0,394.0,47.0,47.0,47.0,0.0,394.0,394.0,394.0,0.0,1078239.6088019558,4889.975550122249,409.0,0.0,409.0,409.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2444.9877750611245,2444.9877750611245,47.0,394.0,162.66666666666669,200.34054340880016,40136.333333333336,0,0,0,0,0,0,0,0,1.0,244.0,47.0,394.0,0,0,0,0,0,0,0,23,0,197,0,0,0,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-216.58.219.206-2632-443-6,131.202.240.87,2632,216.58.219.206,443,6,30/03/2015 10:17:05 a.m.,21026913,11,16,592.0,560.0,172.0,0.0,53.81818181818182,70.3716110115694,159.0,0.0,35.0,39.3158153080072,54.78692949364464,1.2840686600072964,808727.4230769231,4065620.3891274375,2.0741849E7,11.0,2.0961053E7,2096105.3000000003,6560420.914674167,2.0767279E7,47.0,2.1001165E7,1400077.6666666667,5358013.557758171,2.0767962E7,11.0,1,0,0,0,220,320,0.5231390837066763,0.7609295763006201,0.0,172.0,47.24999999999999,58.022106259724964,3366.564814814815,0,0,0,17,27,0,0,0,1.0,49.0,53.81818181818182,35.0,0,0,0,0,8,5945,0,21,0,20,16386,423,5,20,0,0,0,0,1.4277250331037235E15,1.022731394164554E7,1.427725046539739E15,1.427725025514507E15,No Label
131.202.240.87-224.0.0.252-62175-5355-17,131.202.240.87,62175,224.0.0.252,5355,17,30/03/2015 10:17:07 a.m.,410990,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0,0,0,0,107.05856590184675,4.866298450083943,410990.0,0.0,410990.0,410990.0,410990.0,410990.0,0.0,410990.0,410990.0,0,0,0,0,0,0,0,0,0,16,0,4.866298450083943,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,1,22,0,0,0,0,1,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-173.194.123.110-0-0-0,131.202.240.87,0,173.194.123.110,0,0,30/03/2015 10:15:30 a.m.,115573527,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3461000199466094,2963423.769230768,3160681.11152963,1.0016718E7,38.0,1.15573527E8,2963423.769230768,3160681.11152963,1.0016718E7,38.0,0,0,0,0,0,0,0,0,0,0,0,0.3461000199466094,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.391116662280676E15,2.2861896625479547E14,1.42772504562212E15,8614793.0,No Label
131.202.240.87-131.202.244.3-63479-53-17,131.202.240.87,63479,131.202.244.3,53,17,30/03/2015 10:15:58 a.m.,402,1,1,32.0,82.0,32.0,32.0,32.0,0.0,82.0,82.0,82.0,0.0,283582.0895522388,4975.124378109453,402.0,0.0,402.0,402.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2487.5621890547263,2487.5621890547263,32.0,82.0,48.66666666666667,28.867513459481287,833.3333333333334,0,0,0,0,0,0,0,0,1.0,73.0,32.0,82.0,0,0,0,0,0,0,0,16,0,41,0,0,0,8,0,0,0,0,0,0,0,0,No Label
131.202.240.87-131.202.244.3-63838-53-17,131.202.240.87,63838,131.202.244.3,53,17,30/03/2015 10:15:58 a.m.,560,1,1,32.0,82.0,32.0,32.0,32.0,0.0,82.0,82.0,82.0,0.0,203571.42857142858,3571.4285714285716,560.0,0.0,560.0,560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1785.7142857142858,1785.7142857142858,32.0,82.0,48.66666666666667,28.867513459481287,833.3333333333334,0,0,0,0,0,0,0,0,1.0,73.0,32.0,82.0,0,0,0,0,0,0,0,16,0,41,0,0,0,8,0,0,0,0,0,0,0,0,No Label
